text,cmp_code,eu_code,party
"As part of the EU, we were forced into accepting trade deals that put their priorities first.",110,,Conservatives
"Now, we will be able to tailor our trade deals to the needs of British firms and the British economy",406,,Conservatives
Our trade deals will not only be free but fair – in particular towards the developing nations whose economies could be transformed by access to the UK’s markets and expertise.,401,,Conservatives
"We can, for example, include provisions in our new free trade agreements that promote the fair treatment of workers",701,,Conservatives
and advance women’s empowerment.,503,,Conservatives
Our goals for British trade are accordingly ambitious.,410,,Conservatives
"We aim to have 80 per cent of UK trade covered by free trade agreements within the next three years, starting with the USA, Australia, New Zealand and Japan.",407,,Conservatives
These will be negotiated in parallel with our EU deal.,401,,Conservatives
"We will also forge stronger links with the Commonwealth, which boasts some of the world’s most dynamic economies such as India, with which we already share deep historical and cultural connections.",101,,Conservatives
We will use export finance to increase our businesses’ access to emerging markets,402,,Conservatives
and engage diaspora communities in the UK with this agenda.,402,,Conservatives
"The UK is a world leader in many areas such as architecture, engineering, accountancy, information technology, digital services, law and the creative arts.",601.1,,Conservatives
"Just as we led the way in opening up trade in manufactured goods in the last two centuries, we should open up trade in services, in which the majority of us work",401,,Conservatives
and where most new jobs will be created.,701,,Conservatives
"As part of our commitment to making the most of the opportunities of Brexit,",110,,Conservatives
"we will create up to ten freeports around the UK,",401,,Conservatives
benefiting some of our most deprived communities.,503,,Conservatives
We will also redouble our efforts to promote British business and UK exports,406,,Conservatives
and dismantle barriers to trade,401,,Conservatives
and retake our seat at the World Trade Organisation.,401,,Conservatives
"In our trade talks, we will follow the following principles: We will seek to provide security to the British people in a world of heightened trade tensions and tariffs.",406,,Conservatives
We will seek to gain market access for British businesses and lower the cost of trade for them.,402,,Conservatives
"We will drive a hard bargain with all of our trading partners – and, as with all negotiations, we will be prepared to walk away if that is in the national interest.",601.1,,Conservatives
We will defend British industries from dumping and other anti-competitive practices from overseas.,406,,Conservatives
"In all of our trade negotiations, we will not compromise on our high environmental protection,",501,,Conservatives
The price the NHS pays for drugs is not on the table.,403,,Conservatives
The services the NHS provides are not on the table.,601.1,,Conservatives
Investing in our public services,504,,Conservatives
Supporting workers and families.,701,,Conservatives
Unleashing Britain’s potential.,601.1,,Conservatives
The future is there for us to grasp.,601.1,,Conservatives
Not a future in which we endlessly refight the battles of Brexit,110,,Conservatives
"and the Scottish independence referendum,",601.1,,Conservatives
or in which Jeremy Corbyn and John McDonnell – propped up by Nicola Sturgeon – lead a Government which rejects everything that has made the UK great.,601.1,,Conservatives
"The Conservatives offer a future in which we get Brexit done,",110,,Conservatives
and then move on to focus on our priorities – which are also your priorities.,305.1,,Conservatives
Because more important than any one commitment in this manifesto is the spirit in which we make them.,305.1,,Conservatives
"Our job is to serve you, the people.",601.1,,Conservatives
To deliver on the instruction you gave us in 2016 – to get Brexit done.,110,,Conservatives
But then to move on to making the UK an even better country,601.1,,Conservatives
We will build a Britain in which everyone has the opportunity to make the most of their talents.,601.1,,Conservatives
We will ensure that work will always pay.,701,,Conservatives
"We will create a fair society, in which everyone always contributes their fair share.",503,,Conservatives
"Given the Parliamentary arithmetic, a vote for any other party or candidate is a vote for Jeremy Corbyn",305.2,,Conservatives
– and a vote for chaos and delay.,305.1,,Conservatives
We need to end the paralysis so we can do our job in the way you deserve.,305.1,,Conservatives
That is why we ask you to vote for a Conservative majority Government on December 12th.,305.1,,Conservatives
"So that together, led by Boris Johnson,",305.2,,Conservatives
and move on to unleash the full potential of this great country.,601.1,,Conservatives
The threat of Brexit hangs over us,108,,Greens
and our democracy is under attack.,202.1,,Greens
"Above all, the climate and environmental emergency rages from the Amazon to the Arctic.",501,,Greens
The science is clear - the next ten years are probably the most important in our history.,501,,Greens
"At this time of crisis, we cannot go on as we are.",501,,Greens
"If ever there was a time to vote Green, it’s now.",305.1,,Greens
We want to unleash a revolution that lifts up everyone.,503,,Greens
"Our plan for a Green New Deal, and four related programmes of reform, will transform the UK",501,,Greens
"and improve the quality of everyone’s lives by creating a safer, fairer future for all.",503,,Greens
We are the only party you can trust to act in time to tackle the Climate Emergency,501,,Greens
in a way that also tackles pressing social problems.,503,,Greens
"We are the only party you can trust to stand up for remaining part of Europe and for a final say on Brexit,",108,,Greens
whilst at the same time tackling the underlying reasons why many people voted to leave.,503,,Greens
"We are the only party you can trust to fix our broken democracy,",202.1,,Greens
"as well as wealth more equally, so that we can all be heard.",503,,Greens
The Green Party has always been on the right side of history and you can trust us to get the future right too.,305.1,,Greens
The choices we make now matter like never before.,601.1,,Greens
"To tackle the Climate Emergency,",501,,Greens
"and deliver social justice, we propose:",503,,Greens
"The Green New Deal will invest in our shared future, funding improvements in:",416.2,,Greens
Energy: including the replacement of fossil fuels with renewable energy.,416.2,,Greens
"Housing: including the provision of better insulation for all homes that need it,",501,,Greens
the delivery of major heating upgrades for 1 million homes a year,501,,Greens
"and the creation of 100,000 new energy efficient council homes a year.",504,,Greens
"Transport: including the delivery of a public and sustainable transport revolution, which will allow people to travel cheaply and safely on new trains, buses, cycleways and footpaths.",411,,Greens
Industry: including support for businesses to decarbonise,416.2,,Greens
and the provision of training to give people skills,411,,Greens
to access millions of new green jobs.,701,,Greens
"Food, Farming & Forestry: including the planting of 700 million trees",703.1,,Greens
and support for healthy and sustainable food and farming systems.,703.1,,Greens
"Incomes: including the creation of a Universal Basic Income, paid to all UK residents",504,,Greens
to tackle poverty and give financial security to everyone.,503,,Greens
"New green homes, new green transport and new green jobs will get us on track to reduce the UK’s carbon emissions to net zero by 2030",501,,Greens
and provide new opportunities for everyone to live happier and more secure lives.,503,,Greens
"This will be a combined investment of over £100 billion a year in the Green New Deal,",402,,Greens
with an additional investment in Universal Basic Income.,412,,Greens
"To help deliver the Green New Deal, we will deliver four further programmes of reform, closely integrated with our Green New Deal proposals:",501,,Greens
"A People’s Vote to decide the way forward on Brexit,",202.4,,Greens
in which the Green Party will campaign for remain.,108,,Greens
A commitment to realise the full potential of the European Union,108,,Greens
to lead the fight against the Climate Emergency,501,,Greens
"and to improve the lives of workers,",701,,Greens
"Replacing First Past the Post with a proportional voting system,",204,,Greens
reforming government to better combat the Climate Emergency,501,,Greens
and devolving power to councils.,301,,Greens
"Reversing austerity and funding our public services,",504,,Greens
restoring our natural environment,501,,Greens
and making wellbeing the focus of our economy.,416.2,,Greens
Ending wasteful spending on government vanity projects,303,,Greens
and reforming our tax system so that the wealthiest pay their fair share.,503,,Greens
"In 2019, we face a collective challenge greater than we have faced for decades.",606.1,,Greens
The climate we all rely on is breaking down.,501,,Greens
"The impacts are starting to affect us all - the weather is becoming more extreme, wildlife is declining, sea levels are rising.",501,,Greens
"Our century is only 19 years old, but already we have had 18 of the hottest years on record.",501,,Greens
"This summer saw the hottest day ever recorded in the UK, and the hottest month ever recorded across the world.",501,,Greens
and the hottest month ever recorded across the world.,501,,Greens
"It’s the consequence of an out-of¬control economic system that plunders the Earth’s natural resources to create wealth for the few,",416.2,,Greens
and causing corrosive levels of inequality.,503,,Greens
"It’s time for a new start, so we have developed the Green New Deal.",501,,Greens
This is a comprehensive ten-year plan ambitious enough to tackle climate and ecological breakdown at the scale and speed set out by science.,501,,Greens
"It will deliver a fast and fair transformation of our economy and society, renewing almost every aspect of life in the UK:",416.2,,Greens
"from the way we produce and consume energy,",416.2,,Greens
"to the way in which we grow the food we eat,",416.2,,Greens
"and how we work, travel, and heat our homes.",416.2,,Greens
"As the originators of the Green New Deal, we are the only party you can trust to act in time to tackle the Climate Emergency",501,,Greens
and rapidly reduce social and economic inequality,503,,Greens
- and to make these our top priorities.,305.1,,Greens
The Green New Deal will get the UK on track to reducing climate emissions to net zero by 2030 by:,501,,Greens
Meeting most of our energy needs through the domestic production of renewable energy.,416.2,,Greens
Reducing our overall energy demand from buildings and homes.,416.2,,Greens
"Transforming UK industry, transport and land use.",416.2,,Greens
"There will be a combined investment of over £100 billion a year in the Green New Deal,",402,,Greens
with an additional investment in Universal Basic Income.,412,,Greens
"Through this investment, we will provide new opportunities for everyone to work",701,,Greens
and live more sustainably and more securely.,416.2,,Greens
"The Green New Deal will deliver solid financial foundations across society, through a range of measures including:",416.2,,Greens
"The creation of millions of new jobs in renewable energy, transport, land management and other sectors",701,,Greens
transformed by the transition to a net zero carbon economy.,501,,Greens
The provision of the training people need to access these new jobs.,411,,Greens
"The creation of at least 100,000 new socially rented homes a year through low carbon construction and retrofitting, converting and extending existing buildings.",504,,Greens
"Implementing the Green New Deal will need to become a fundamental objective of government, nationally and locally, but it will also involve every single one of us: workers and investors, creatives and care workers, scientists and seniors, administrators and accountants, farmers and factory workers, and beyond.",606.1,,Greens
"Investment will be targeted at those who need it most,",403,,Greens
"including communities with high unemployment,",701,,Greens
those excluded from full participation in the economy,503,,Greens
"and those dependent on old, energy guzzling, polluting industries.",416.2,,Greens
"We will work alongside trade unions to ensure a just transition to a green future,",701,,Greens
which will leave no one behind.,503,,Greens
Business will share collective responsibility for delivering the Green New Deal too and will be incentivised to lead the way by innovating and manufacturing a better future.,402,,Greens
Businesses that are currently obliged to maximise returns to shareholders will need to take account of other stakeholders - including the ecosystem - and the impact of their activities on the climate and on communities.,416.2,,Greens
"Public sector investment to kick-start the Green New Deal will act as a catalyst for private sector investment,",402,,Greens
as private investors seek to share in the financial rewards of the transition to a net zero carbon future.,416.2,,Greens
"The Green New Deal will give power and resources for devolved governments, elected mayors and local governments to transform the communities they represent.",301,,Greens
"Local people will be directly involved, actively engaging all of us in the future of the places where we live and work.",301,,Greens
"It will also mean new forms of common ownership throughout vital parts of our infrastructure, such as waterways,",413,,Greens
"We will create a new public banking infrastructure to help deliver our ambitious programme and the Green New Deal will ensure the banks invest and lend at low, affordable interest rates",403,,Greens
to support the economy’s environmental transformation.,416.2,,Greens
It will also deliver financial mechanisms and the transfer of new technologies to help the Global South adapt to climate change in a just way.,501,,Greens
"The Green New Deal will make space for nature, with policies to restore habitats in urban, suburban and countryside settings.",501,,Greens
"It will transform our food and farming system,",703.1,,Greens
"to improve human and environmental health,",501,,Greens
"maximise the landscape’s ability to store carbon and prevent flooding,",501,,Greens
"promote innovations in land management and ownership,",501,,Greens
and ease the transition by protecting jobs and creating new green employment opportunities.,701,,Greens
"The wider economy will be transformed too, re-purposed to protect and enhance the wellbeing of citizens, society and the natural world.",416.2,,Greens
Economic growth will no longer be the way we measure progress.,416.2,,Greens
"Instead, we will prioritise measures of real prosperity and wellbeing, like improvement in health,",416.2,,Greens
and the restoration and protection of the natural environment on which we all depend.,416.2,,Greens
The Green New Deal is also about fairness in a warming world.,501,,Greens
"Building on the Green Party’s commitment to global justice the Green New Deal includes finance and technology to help the majority world adapt to climate change and support human well-being,",501,,Greens
breaking the carbon chains of fossil fuel dependence,416.2,,Greens
and ending the economic culture that has viewed people and places primarily for the extraction of profit.,416.2,,Greens
"In short, the Green New Deal will unleash an urgently needed green economic and social revolution.",501,,Greens
There is no time to lose - we must start now.,501,,Greens
The key to reducing our impact on the climate is to stop burning fossil fuels as soon as possible.,501,,Greens
"The UK has an abundance of the wind, tides, sun and rivers needed to be self-sufficient in energy - and it’s time for investment to unleash this potential and enable us leave oil and gas in the ground.",416.2,,Greens
The Green New Deal will accelerate the transformation of our energy supply and create the energy infrastructure of the future - one powered by renewables - working in harmony with a reduction in energy demand.,416.2,,Greens
"With our renewable energy supply unlocked, we can hugely reduce fossil fuel use in our energy system,",416.2,,Greens
and with it our reliance on nuclear power.,416.2,,Greens
The Green New Deal for energy will revolutionise the way we produce and use energy.,416.2,,Greens
"It will: Enable communities to develop their own renewable energy projects, so that the benefits of locally generated energy can stay local.",606.1,,Greens
"Introduce new support and incentives to directly accelerate wind energy development,",402,,Greens
paving the way for wind to provide around 70% of the UK’s electricity by 2030.,416.2,,Greens
"Introduce new support for solar, geothermal, tidal, hydro and other renewable energies to provide much of the remainder of the UK’s energy supply by 2030.",402,,Greens
Transform the planning system so that it works to support a massive increase in wind power and other renewable generation.,403,,Greens
"Work with the Crown Estate, which owns much of the UK’s coastline, to open up more coastal waters for offshore wind and marine energy.",403,,Greens
We will ensure that the long-term profits from these vital energy assets come to the UK government rather than energy firms.,412,,Greens
Remove subsidies to the oil and gas industries.,416.2,,Greens
"Apply a Carbon Tax on all fossil fuel imports and domestic extraction, based on greenhouse gas emissions produced when fuel is burnt.",416.2,,Greens
"We will also apply a Carbon Tax on imported energy, based on its embedded emissions.",416.2,,Greens
"We will raise the Carbon Tax rate progressively over a decade, rendering coal, oil and gas financially unviable as cheaper renewable energies rise up to take their place.",416.2,,Greens
"Connect our electricity supply more closely to that of our neighbours in Europe, to provide a wider supply we can call on when needed",416.2,,Greens
and to allow us to export electricity when we have a surplus.,416.2,,Greens
Subsea connections to Norway and Iceland to connect to their hydro and geothermal power supplies will beparticularly encouraged.,416.2,,Greens
"Deploy demand side management and significantly expand and improve the efficiency of the electricity grid, doubling its capacity so that it can distribute the increased electricity the UK will need",409,,Greens
as it transitions away from fossil fuels.,501,,Greens
Expand our short-term capacity for energy storage so that electricity from peak periods of renewable electricity generation (e.g. days with very strong winds and many hours of sunshine) can be effectively stored,416.2,,Greens
"– utilising solutions such a domestic solar batteries,",416.2,,Greens
"storage as heat in hot water cylinders and thermal stores,",416.2,,Greens
and smart control of vehicle battery charging.,416.2,,Greens
Prohibit the construction of nuclear power stations.,416.2,,Greens
"We know that nuclear is a distraction from developing renewable energy,",416.2,,Greens
"carries an unacceptable risk for the communities living close to nuclear energy facilities,",416.2,,Greens
creates unmanageable quantities of radioactive waste,416.2,,Greens
and is inextricably linked with the production of world-destroying nuclear weapons.,416.2,,Greens
"Encourage greater energy efficiency across the economy,",501,,Greens
"including by providing energy efficiency training for businesses and public bodies,",411,,Greens
emphasising the need for behavioural change - we all need to value energy as we value money.,501,,Greens
Small businesses and co-ops will receive this training for free.,403,,Greens
"Ban fracking, and other unconventional forms of fossil fuel extraction, now and forever.",416.2,,Greens
"Green New Deal investment in housing will simultaneously reduce climate emissions,",501,,Greens
and provide genuinely affordable housing.,503,,Greens
"We will improve the insulation of every home in the UK, making sure they are all warm in winter.",501,,Greens
This green homes revolution will make sure nobody is forced to choose between heating or eating.,503,,Greens
"Everyone should have a safe, affordable and warm place to call home.",503,,Greens
"We will end the housing crisis by creating enough affordable homes – including 100,0new council homes a year.",504,,Greens
Our plans will also ensure that all new and renovated homes meet the highest possible standards and meet social needs.,503,,Greens
"Work on our homes, businesses and public buildings will create quality jobs in every part of the UK",701,,Greens
as we shift to a net zero carbon economy.,501,,Greens
Our Green New Deal for housing will: Empower local authorities to bring empty homes back into use,301,,Greens
"and create a total of 100,000 new homes for social rent (council homes) a year, built to the Passivhaus or equivalent standard.",504,,Greens
"This standard will see these new homes use 90% less energy for space heating than the average home, significantly reducing household bills.",501,,Greens
Allocate funding to local authorities for council home creation based on the needs of their area.,301,,Greens
We expect much of the need to be concentrated in areas where Green New Deal jobs will be created.,701,,Greens
"We will incentivise local authorities to spread small developments across their areas, rather than building huge new estates,",504,,Greens
"and to build, renovate and convert to high quality designs that respect local architectural heritage.",504,,Greens
"The new council homes will offer secure, lifetime tenancies.",504,,Greens
"Ensure all new developments will be located and designed to ensure that residents do not need cars to live a full life, either having safe pedestrian access to local shops and schools,",501,,Greens
"or are within 1km of a local rail, tube or tram station,",501,,Greens
or 500m of a high frequency bus service.,501,,Greens
Make energy efficiency and elimination fuel poverty a national infrastructure priority.,503,,Greens
Improve the insulation of every UK home that needs more insulation by 2030.,501,,Greens
The material used for these insulation improvements will be sustainable.,501,,Greens
"Significantly reduce heating bills by improving 1 million existing homes and other buildings a year, so that they reach the highest standard of energy efficiency (over and above the Energy Performance Certificate A rating).",501,,Greens
Homes lived in by people on low incomes will be the first to receive these major improvements and benefit from reduced heating bills.,503,,Greens
"This will be a deep retrofitting of 10 million homes by 2030,",501,,Greens
on top of the insulation improvements every home that needs it will receive.,501,,Greens
"Roll out solar panels and other forms of renewable domestic energy generation, giving 1 million households a year the means to generate a proportion of the energy they use.",501,,Greens
This will mean that 10 million homes are able to generate their own renewable energy by 2030.,501,,Greens
"Reduce the use of natural gas for heating homes through a programme, to replace polluting boilers with renewable heat from heat pumps, and solar thermal, geothermal, biomass and stored heat technologies.",501,,Greens
"Insulate non domestic buildings, addressing the large amounts of energy lost from offices and public buildings.",501,,Greens
Deploy heat networks to transport heat from the source of renewable heat to individual buildings in a district or neighbourhood.,501,,Greens
"Transform the planning system and building regulations, so that all new buildings built by private developers are built to the Passivhaus standard (or to a standard that delivers energy efficiency at an equivalent or better level).",501,,Greens
We will enable self¬build development that meets the same standards.,501,,Greens
"Improve building regulations so that all renovations to roofs, external walls, windows and doors improve the energy performance of that part of the building to the equivalent of (or better than) an Energy Performance Certificate A rating.",501,,Greens
We will reinstate the requirement for local council building control inspectors to carry out inspections themselves of new build properties and renovations to ensure this work is carried out to the required standards.,501,,Greens
"Ensure that all 8 million rented homes are A rated for energy efficiency, or as close to this as possible, by implementing a Minimum Energy Efficiency Standard escalator to raise the minimum level allowed from the current E rating to A rating by 2030.",403,,Greens
Update the fire safety regulations relating to the use of all types of insulation in buildings.,403,,Greens
"Change the planning system to incentivise renovation, extension and improvement of existing buildings, rather than relying on new build,",402,,Greens
"to reduce the use of steel, concrete, cladding and finishes, which produce massive amounts of carbon in their manufacture.",501,,Greens
Similarly we will incentivise the use of sustainable materials.,501,,Greens
These reforms will integrate closely with the proposals set out in the ‘Delivering secure incomes and homes’ section on page 49.,501,,Greens
Our transport system is built on fossil fuels.,501,,Greens
"As well as destabilising our climate, this reliance traps us into stressful, unhealthy and expensive forms of travel.",501,,Greens
"Car dependency contributes to congestion, road danger and air pollution whilst reducing physical activity.",501,,Greens
"The Green New Deal will revolutionise our transport system by ending dependence on carbon,",411,,Greens
and investing instead in alternatives that work for better for the climate and for people.,501,,Greens
"This means more reliable and affordable trains, electric buses and trams,",411,,Greens
and better options for cycling and walking.,501,,Greens
"From new trains and targeted fare reductions, to rapidly expanding bike hire schemes, we think it’s time to transform the way the UK moves.",501,,Greens
"Our Green New Deal for transport will invest in public transport, walking and cycling so wherever people live they are not forced to use a car, by:",501,,Greens
"Spending £2.5 billion a year on new cycleways and footpaths,",411,,Greens
"built using sustainable materials, such as woodchips and sawdust.",501,,Greens
"Making travelling by public transport cheaper than travelling by car, by reducing the cost of travelling by train and bus.",501,,Greens
"Coach travel will also be encouraged, with new routes for electric coaches provided across the country.",411,,Greens
"Creating a new golden age of train by opening new rail connections that remove bottlenecks,",411,,Greens
"increase rail freight capacity,",411,,Greens
"improve journey times and frequencies,",411,,Greens
"enhance capacity in the South West, Midlands and North,",411,,Greens
and connect currently unconnected urban areas.,411,,Greens
"We would also look, where possible, to re-open closed stations.",411,,Greens
"These rail improvements will benefit from funding switched from the damaging HS2 scheme, which we will cancel (see ‘Ending wasteful spending’ section below for more details).",416.2,,Greens
"Electrifying all railway lines that connect cities, improving punctuality.",411,,Greens
Creating a government-owned rolling stock company which would invest in a fleet of new electric trains to run on newly electrified lines.,411,,Greens
"Giving responsibility for running short-distance passenger rail franchises to councils, or groups of councils that come together to work on local transport.",301,,Greens
This will give local communities a greater say in the running of the rail services they rely on.,301,,Greens
We will bring all railways back into public ownership over ten years.,413,,Greens
Ensuring good railway connections with all ports to enable more freight between ports and inland terminals to be carried on rail.,411,,Greens
We will invest in additional freight routes resulting in the majority of long-distance freight switching from road to rail.,501,,Greens
Giving all local authorities control over bus services (as London currently has) and supporting local authorities to restore lost bus routes and open new ones.,301,,Greens
Local authorities serving urban areas will be encouraged to explore tramways as an additional public transport option.,411,,Greens
Providing more bus priority measures on the roads to improve punctuality.,501,,Greens
"Funding local authorities to improve the appearance and facilities of bus stops, bus stations and train stations, to make them more user friendly and convenient for both passengers and transport staff.",411,,Greens
"This includes the provision of more public toilets, and ensuring full accessibility for disabled people.",503,,Greens
"Apply a Carbon Tax on all fossil fuels, as outlined above in the ‘Green New Deal for energy’ section, which will increase the cost of petrol, diesel and shipping fuel, as well as on aviation fuel for domestic flights.",416.2,,Greens
Domestic flights will also lose their VAT exemption,501,,Greens
and there will be an additional surcharge on domestic aviation fuel to account for the increased warming effect of emissions release at altitude.,501,,Greens
We will lobby against the international rules that prevent action being taken to tax international aviation fuel.,501,,Greens
and introduce a Frequent Flyer Levy to reduce the impact of the 15% of people who take 70% of flights.,501,,Greens
"This Frequent Flyer Levy only applies to people who take more than one (return) flight a year, discouraging excessive flying.",501,,Greens
"Stop the building of new runways and all increased road capacity, saving thousands of acres of countryside every year",416.2,,Greens
and protecting people from the harm of increased air pollution and traffic danger.,501,,Greens
End the sale of new petrol and diesel fuelled vehicles by 2030.,416.2,,Greens
"Over the next ten years we will ease this transition by incentivising the replacement of diesel and petrol vans, lorries and coaches with electric vehicles.",416.2,,Greens
Our priority is reducing overall mileage and the number of vehicles on our roads,416.2,,Greens
– these further measures will ensure that the vehicles still on our roads in 2030 create the minimum of pollution.,416.2,,Greens
"Even electric vehicles pollute, so they represent an improvement on the current situation, not a solution in themselves.",416.2,,Greens
"Create a network of electric vehicle charging points across the country, by requiring their construction through the planning system",416.2,,Greens
and encouraging the private sector to deliver them.,402,,Greens
"We will ensure that these charging points are located in public places, and do not take up pavement and cycling space.",416.2,,Greens
We will require all existing petrol stations and motorway service stations to offer electric vehicle charging points by 2025.,416.2,,Greens
Civilise our streets by making Low Traffic Neighbourhoods (in which rat-running is blocked) the norm for residential areas,416.2,,Greens
and making 20 miles per hour the default speed limit.,416.2,,Greens
"These changes would reduce traffic, carbon emissions and danger to people walking and cycling.",416.2,,Greens
They would restore our streets to all people.,416.2,,Greens
They would also form part of a wider commitment to the core principle of the Vision Zero campaign - that there should be no fatalities or serious injuries as a result of road traffic collisions.,416.2,,Greens
Make 40 miles per hour the default speed limit in non-residential areas except on major roads.,416.2,,Greens
"Ensure through the planning system that all new housing is served by high quality walking and cycling routes and much improved bus, tram and local rail services.",416.2,,Greens
New residents must not be forced into car use.,416.2,,Greens
Incentivise changes to travelling behaviour by promoting more stay at home working,416.2,,Greens
"(with working hours’ heating, electricity and Wi-Fi costs reimbursed by employers for low income workers working from home),",701,,Greens
"more business teleconferencing,",416.2,,Greens
"We will also encourage more domestic holiday travel, through removing VAT from UK hotel and holiday home stays and attractions.",416.2,,Greens
"Green New Deal investment will rebalance industry, away from the carbon past and towards the renewable future.",416.2,,Greens
"New technologies, along with huge expansions in renewable energy, will create millions of new, good quality, well-paid, secure jobs in every corner of the country",701,,Greens
- with training for these new jobs funded by the Green New Deal.,411,,Greens
This unprecedented investment in training and skills will prioritise communities hit hard by economic changes over recent decades.,503,,Greens
"A circular economy will underpin this green industrial revolution, designing out waste and pollution,",501,,Greens
"keeping products and materials in use,",501,,Greens
and regenerating natural systems.,501,,Greens
"Recycling and repairing will be made easier for all, reducing the need to buy new, expensive products on a regular basis.",501,,Greens
Our Green New Deal for industry will: Bring back the UK as an internationally recognised manufacturing powerhouse,601.1,,Greens
"with proactive, wide-scale support for the UK-based manufacturing of renewable energy infrastructure.",601.1,,Greens
Set new clean technology standards and invest in research and development to help industry to meet them,411,,Greens
and create new job opportunities through doing so.,701,,Greens
We will provide companies with grants to allow replacement of old high-emitting carbon equipment with newly developed low carbon equipment.,402,,Greens
These incentives to replace equipment will avoid the long-term lock-in of high carbon technologies.,402,,Greens
"Help create a network of regional mutual banks to provide funding for start-up companies (particularly co-operatives, community interest companies and other non-profit businesses)",402,,Greens
developing technologies which contribute to decarbonising our economy.,416.2,,Greens
Apply a Carbon Tax as outlined above in the ‘Green New Deal for energy’ section.,412,,Greens
This will raise the price of processes that use fossil fuels and thus of the products they produce.,412,,Greens
This will incentivise industry to switch to low and zero carbon technology and equipment,501,,Greens
developing technologies which contribute to decarbonising our economy.,501,,Greens
as well as encouraging consumers to choose low carbon products.,501,,Greens
Non-fossil-fuel greenhouse gas emissions from industrial installations will also be subject to the Carbon Tax.,412,,Greens
Prepare for the rapid decommissioning of North Sea oil rigs,501,,Greens
"and the phasing out of the UK’s remaining coal plants and coal mines,",501,,Greens
ensuing a just transition for workers affected.,701,,Greens
"Invest £2 billion a year in training and skills (including new apprenticeships),",411,,Greens
"to help people access the new, decent jobs created through the transition to a low carbon economy.",701,,Greens
Give local authorities the power to direct the newly created training and skills programmes.,301,,Greens
National government will provide the funding,411,,Greens
"and democratically elected local authorities will be given the power to decide how it should be spent,",301,,Greens
to help residents’ access new jobs.,701,,Greens
"Encourage the renovation of non-domestic buildings, through making planning consent harder to achieve for new commercial property.",403,,Greens
"Reduce the emission of polluting fluorinated gases (used in fridges, air conditioners and aerosols) in all manufactured goods by implementing the Committee on Climate Change recommendations in this area.",501,,Greens
Boost the repair and recondition sector with new apprenticeship schemes.,411,,Greens
Develop the infrastructure necessary to enable large corporations and individuals to recycle close to 100% of the items they use.,411,,Greens
"Require manufacturers to offer ten- year warranties on white goods, to encourage repair and reuse.",403,,Greens
"We will create a comprehensive ‘right to repair’, to require manufacturers to keep goods operational years after purchase",403,,Greens
and to ban the practice of producing goods with the intention that they will become obsolete in a few years’ time.,403,,Greens
"Require manufacturers to only produce the most energy efficient white goods, TVs, lighting and electric cookers.",403,,Greens
"Require manufacturers to only produce the most energy efficient, low emissions vehicles.",403,,Greens
"Encourage a shift from models of ownership to usership, such as with car-sharing platforms and neighbourhood libraries for tools and equipment.",501,,Greens
Ban the production of single-use plastics for use in packaging,403,,Greens
and invest in research and development into alternatives to plastic.,411,,Greens
"We will also extend the successful tax on plastic bags to cover plastic bottles, single-use plastics and microplastics,",501,,Greens
and extend plastic bottle deposit schemes.,501,,Greens
Develop and implement a reformed waste strategy where manufacturers and retailers are required to pay the full cost of recycling and disposing of the packaging they produce.,403,,Greens
"Start deployment of a Carbon Capture and Storage (CCS) system that can deal with CO2 emissions from manufacture of iron, steel and cement.",501,,Greens
The Green New Deal will transform our relationship with the land.,501,,Greens
"It will increase space for nature through the restoration of natural landscapes, habitats and species in urban, suburban and countryside environments.",501,,Greens
"We want to increase the opportunities for food growing,",703.1,,Greens
for greening our landscape and improving our health.,501,,Greens
"Through reforestation, rewilding and regenerative farming, we will reduce carbon emissions and realise the land’s ability to absorb carbon.",501,,Greens
"The way we produce our food needs to support employment,",701,,Greens
A ten-year transition to agroecological farming will include the transfer of subsidies to farming methods and food systems that create jobs,701,,Greens
"and restore ecosystem health, including the quality of our soils and rivers.",501,,Greens
"It will also advance food sovereignty, including by localising food systems and putting control over the resources to produce, distribute and access food in the hands of communities and workers across the food system.",403,,Greens
"We will also lay down a new natural inheritance to be passed down to future generations, through the creation of community owned and run forests.",601.1,,Greens
"Our Green New Deal for food, farming & forestry will: Work with farmers to refocus farm subsidies to help farmers transition to more sustainable, diverse and environmentally friendly forms of land use,",703.1,,Greens
"including organic farming, agroforestry and mixed farming, and away from intensive livestock farming.",501,,Greens
Provide farmers with grants to allow replacement of old high-emitting carbon farming machinery with low carbon machinery (including vehicles powered by biofuels rather than fossil fuels).,501,,Greens
"Grants will also be available to enable further improvements to farm buildings and infrastructure, to help farmers in the transition to agroecological farming.",703.1,,Greens
"Encourage the expansion and replanting of majority of hedgerows lost in the last 50 years through new subsidies,",703.1,,Greens
creating new environments for wildlife.,501,,Greens
"Legislate to give farmers greater security of tenure, so that they can invest in sustainable improvements to their land,",703.1,,Greens
whilst ending the use of land as a tax shelter and encouraging new entrants into farming.,703.1,,Greens
"Create thousands of new jobs in rural areas,",701,,Greens
"through the shift away from intensive farming towards smaller-scale, more people- focussed food production and land management that respects nature.",501,,Greens
We will invest in training and skills to help people develop and apply the skills needed in these new jobs.,411,,Greens
"Better connect rural communities through reliable broadband and mobile internet,",411,,Greens
delivered through councils who understand local connection needs.,301,,Greens
"Establish a Land Commission to investigate the effects concentrated land ownership is having on food and farming systems, housing, local economies, cultures and livelihoods.",503,,Greens
